economy,Pop-YR2002,Pop-YR2021,Pop%,Life-YR2002,Life-YR2021,Life%,Fer-YR2002,Fer-YR2021,Fer%,Death-YR2002,Death-YR2021,Death%,Birth-YR2002,Birth-YR2021,Birth%,Med_Age-YR2002,Med_Age-YR2021,Med%,Pop_Gro-YR2002,Pop_Gro-YR2021
NOR,4538159,5408320,0.19174317162532217,78.9878048780488,83.1634146341463,0.05286398023776351,1.75,1.55,-0.11428571428571421,9.8,7.8,-0.20408163265306134,12.2,10.4,-0.14754098360655732,36.2,39.3,0.08563535911602194,0.539290805050494,0.534772281874925
NPL,25332178,30034989,0.18564574273874124,63.264,68.45,0.08197395042994438,3.59,2.029,-0.4348189415041783,7.954,7.776,-0.022378677395021418,28.487,20.402,-0.2838136693930564,18.6,23.7,0.27419354838709653,1.49583260634063,2.31172371212952
NRU,10351,12511,0.20867549029079324,58.181,63.617,0.09343256389542987,3.533,3.519,-0.003962637984715522,8.429,6.633,-0.21307391149602561,28.404,27.56,-0.02971412477115898,19.3,20.3,0.051813471502590636,-0.115863680046712,1.57902257627617
NZL,3948500,5111400,0.29451690515385587,78.8463414634146,82.2073170731707,0.042626906301234335,1.89,1.64,-0.13227513227513232,7.1,6.83,-0.038028169014084456,13.67,11.48,-0.16020482809070957,33.8,36.5,0.0798816568047338,1.73717486434422,0.415621677337565
OED,1218395986,1372543943,0.126517124786391,77.3786986556008,78.7141661346654,0.017258851625413518,1.78223641900074,1.58936743398556,-0.10821739638970984,8.06479471287835,9.92687667903541,0.23089018784118287,13.232626923038,10.5114613020291,-0.20564062123381954,,,,0.756803932609884,0.169445880468672
OMN,2403659,4520471,0.8806623568484548,73.869,72.541,-0.017977771460287895,3.501,2.623,-0.2507854898600399,3.041,3.796,0.24827359421243012,23.29,18.419,-0.20914555603263196,20.3,28.8,0.41871921182266014,1.21408381409051,-0.5059218392323
OSS,22208079,32708277,0.4728098274506318,60.4283508064141,66.9896229202087,0.10857936756894193,3.55668957230535,2.85960173560602,-0.1959934434895021,11.0350559645105,8.34235589618493,-0.24401326798753709,27.5052389573361,21.5970478455652,-0.2148023916801889,,,,1.76042433506115,1.00925949487645
PAK,163262807,231402117,0.4173596623265212,62.626,66.098,0.05544023249129748,5.008,3.47,-0.307108626198083,8.454,7.168,-0.15211734090371432,34.868,27.519,-0.21076631868762197,17.5,20.2,0.15428571428571414,2.50885975954029,1.83406208240793
PAN,3120990,4351267,0.39419447034434585,74.824,76.223,0.018697209451512986,2.698,2.325,-0.13825055596738312,4.626,6.067,0.3115002161694769,22.951,17.692,-0.2291403424687377,23.8,28.8,0.2100840336134453,1.94007586747458,1.3156150150044
PER,27334503,33715471,0.23344005925404976,71.661,72.377,0.009991487699027246,2.693,2.192,-0.1860378759747493,5.707,7.988,0.3996845978622745,22.481,17.622,-0.2161380721498155,22.1,28.2,0.2760180995475112,1.17608515721159,1.22566025209601
PHL,81285572,113880328,0.4009906702754087,69.781,69.266,-0.007380232441495549,3.656,2.748,-0.24835886214442005,5.621,7.311,0.30065824586372525,28.398,21.813,-0.23188252693851685,20.3,24.5,0.2068965517241379,2.06267818983041,1.49455716704944
PLW,19851,18024,-0.09203566570953603,0.0,0.0,,0.0,0.0,,6.7,10.2,0.5223880597014925,13.0,13.4,0.030769230769230882,30.1,35.7,0.18604651162790709,0.115930353970459,0.288921192202971
PNG,5892596,9949437,0.688464133634819,61.698,65.351,0.059207753898019355,4.419,3.215,-0.2724598325412989,7.54,6.683,-0.11366047745358088,33.673,25.514,-0.24230095328601553,18.7,21.8,0.1657754010695187,3.34955956126701,2.02856054038959
POL,38230364,37747124,-0.012640214464084143,74.4975609756098,75.6024390243903,0.014831063383971,1.25,1.33,0.06400000000000006,9.4,13.8,0.46808510638297873,9.3,8.8,-0.053763440860215006,34.8,40.9,0.17528735632183912,-0.0463189372499392,-0.401728616642455
PRE,586023563,1011043183,0.725260291282861,52.3681161355009,59.87258063232,0.1433021664823979,6.01817438585282,4.84417126109758,-0.19507628883520212,13.8225101217816,9.05970139714398,-0.3445690169640284,43.1760371543524,35.9923407811801,-0.1663815589997505,,,,3.03989273450971,2.72600880704496
PRI,3823701,3262693,-0.14671858495211842,76.728,80.162,0.04475549994786787,1.8317,0.907,-0.5048315772233445,7.28,8.6,0.18131868131868112,13.7,5.9,-0.5693430656934306,32.0,44.0,0.375,0.128937305848895,-0.576507689869367
PRK,23638411,25971909,0.09871636464904521,60.792,73.284,0.20548756415317815,1.943,1.809,-0.06896551724137934,11.138,9.313,-0.16385347459148858,16.067,13.24,-0.17595070641687927,30.0,35.6,0.18666666666666676,0.533984339747177,0.402945210274924
PRT,10419631,10325147,-0.009067883497985707,77.0658536585366,81.0731707317073,0.05199860746273344,1.46,1.38,-0.0547945205479452,10.2,12.1,0.18627450980392157,11.0,7.7,-0.29999999999999993,37.4,45.0,0.20320855614973277,0.547667939660689,0.272191902136354
PRY,5286512,6703799,0.2680949177832188,70.025,70.262,0.003384505533737814,3.315,2.469,-0.25520361990950224,5.585,7.638,0.3675917636526409,25.591,20.627,-0.19397444414051823,19.5,25.6,0.3128205128205128,1.42830817376899,1.27761600231743
PSE,3075373,4922749,0.6006998175505867,70.969,73.473,0.035283010892079636,5.186,3.504,-0.32433474739683765,4.3,3.815,-0.11279069767441863,39.6,28.236,-0.286969696969697,15.3,19.2,0.2549019607843137,2.55528456623402,2.45703865277568
PSS,2091909,2602173,0.24392265629145427,67.2052661088637,69.1635941828432,0.029139503306292447,3.75473299830069,3.24101311457014,-0.13681928487672712,6.33519648034403,6.75759447162045,0.06667480520722258,28.7008425662875,24.7051193417963,-0.13921971855922588,,,,1.34270390414075,1.37734682500013
PST,1030818658,1116545246,0.08316359752968294,77.7959890213592,79.797890541836,0.025732708660946013,1.58071252204756,1.48855259072309,-0.05830277804410089,9.09194297723994,10.8030139123551,0.18819639975729285,11.1840949456864,9.25993849951156,-0.17204400137151643,,,,0.50096062915614,-0.0786511575842468
PYF,259137,304032,0.17324812743838192,79.711,79.486,-0.0028226969928867307,2.427,1.699,-0.29995879686856197,2.393,5.376,1.2465524446301717,19.322,12.759,-0.33966463099058064,25.0,33.0,0.32000000000000006,1.59011958183693,0.697087740409896
QAT,713186,2688235,2.769332263953583,75.412,79.272,0.051185487720787126,3.042,1.801,-0.4079552925706772,2.173,1.311,-0.3966866083755177,18.557,9.816,-0.4710351888775125,29.3,33.0,0.12627986348122855,4.93700548143404,-2.64853183197257
ROU,21730496,19119880,-0.12013605211772438,71.009756097561,72.9609756097561,0.027478189187332358,1.27,1.8,0.4173228346456692,12.4,17.5,0.411290322580645,9.7,9.3,-0.04123711340206171,34.2,41.9,0.22514619883040932,-1.83065499370162,-0.757432344210514
RUS,145306497,143449286,-0.012781334891033835,65.1287804878049,69.3612195121951,0.06498569438410895,1.286,1.493,0.1609642301710732,16.2,16.7,0.030864197530864113,9.7,9.6,-0.010309278350515427,36.0,38.8,0.07777777777777772,-0.460024258081391,-0.43395152847745
RWA,8372306,13461888,0.607906829970142,51.032,66.072,0.2947170402884467,5.752,3.821,-0.33570931849791374,13.926,6.28,-0.5490449518885538,40.388,29.976,-0.25779934634049717,16.1,19.0,0.18012422360248426,1.78798197593577,2.3717515483557
SAS,1462070145,1901911604,0.3008347174752002,63.7715296382315,67.5791290463818,0.059706885341317184,3.43226816745664,2.24093002461978,-0.3470993770628531,8.2381720065565,8.73700874686182,0.060551872418822095,27.4992458505484,18.3365608834268,-0.33319768174438413,,,,1.93510475003487,1.02946393006668
SAU,22623415,35950396,0.589079102337114,73.337,76.936,0.04907481898632349,3.706,2.427,-0.3451160280626012,3.207,2.864,-0.1069535391331462,25.896,17.473,-0.3252625888168057,22.1,29.8,0.34841628959276005,2.40447229697642,-0.129847471045763
SDN,27570318,45657202,0.6560273987409213,58.976,65.267,0.10667051003798145,5.248,4.457,-0.1507240853658537,9.34,6.799,-0.27205567451820123,37.42,33.596,-0.10219134152859444,16.3,18.4,0.12883435582822078,2.28583965848042,2.70104593999388
SEN,10180950,16876720,0.6576763465099034,58.231,67.093,0.15218697944393877,5.311,4.387,-0.17397853511579753,10.423,5.922,-0.4318334452652788,38.671,32.573,-0.157689224483463,16.6,17.8,0.07228915662650603,2.41498169831971,2.64538054494311
SGP,4175950,5453566,0.30594619188448147,78.5512195121951,83.4414634146342,0.06225548034527817,1.37,1.12,-0.18248175182481752,4.4,5.8,0.3181818181818181,11.4,8.6,-0.2456140350877194,34.3,41.8,0.21865889212827994,0.912639805776796,-4.17033630017526
SLB,450760,707851,0.5703500754281658,67.515,70.348,0.041961045693549526,4.626,3.983,-0.13899697362732388,5.899,5.028,-0.14765214443125962,34.661,29.785,-0.1406768414067684,17.5,19.3,0.10285714285714298,2.3262995615241,2.3817422996453
SLE,5140113,8420641,0.6382209885269059,46.359,60.062,0.29558446040682496,6.23,3.978,-0.3614767255216693,18.67,9.113,-0.5118907337975362,44.345,31.36,-0.2928176795580111,16.8,18.8,0.11904761904761907,5.66343352057259,2.24176737112654
SLV,6011275,6314167,0.0503873138394102,70.232,70.748,0.007347078254926531,2.809,1.803,-0.3581345674617302,6.046,8.661,0.43251736685411823,24.484,16.025,-0.3454909328541089,20.8,26.3,0.26442307692307687,0.386354097488165,0.340068122361035
SMR,27969,33745,0.20651435517894812,0.0,0.0,,0.0,0.0,,0.0,9.1,,0.0,6.2,,38.2,46.3,0.2120418848167538,2.29288216357038,-0.773412758286969
SOM,9411103,17065581,0.8133454707700043,50.731,55.28,0.08966903865486575,7.578,6.312,-0.16706254948535237,15.684,11.596,-0.26064779393011983,49.688,43.561,-0.1233094509740783,15.2,15.2,0.0,3.68355422936353,3.14623658777376
SRB,7496522,6834326,-0.08833376331050591,72.2853658536585,72.7307317073171,0.006161217397173235,1.57,1.48,-0.05732484076433131,13.7,20.0,0.45985401459854014,10.4,9.1,-0.1250000000000001,39.0,42.9,0.09999999999999987,-0.0921469496277098,-0.943688169512831
SSA,707609717,1181063755,0.669089226201228,51.8890711484619,60.2406378326655,0.16095039859758908,5.6439080361656,4.60146259186657,-0.1847027693610781,13.9937570976869,9.10650018225477,-0.34924551579075,41.2096542495049,34.6371043323982,-0.15949053775877442,,,,2.68893539593427,2.5938188090425
SSD,6686100,10748272,0.6075547778226469,47.492,54.975,0.15756337909542673,7.191,4.469,-0.3785287164511194,17.226,11.05,-0.3585278068036688,49.484,29.107,-0.41178966938808503,15.5,16.1,0.03870967741935494,4.4603289201929,1.33037160015506
SSF,707693440,1181163013,0.6690320218313737,51.891342436414,60.2417434631864,0.16092089035863189,5.64340819819653,4.60128828278526,-0.18466144549747465,13.9930125207336,9.10651644284259,-0.34920972668684713,41.2068729621967,34.6356054069473,-0.15947018259012036,,,,2.68898437290757,2.59366611880554
SST,30971830,42792327,0.38165316676476646,62.9410580527187,67.8224389438784,0.07755479558464207,3.25793356531976,2.65589310681651,-0.18479212250117216,9.84194558028812,8.35050237223603,-0.15153946909025984,25.7385726823165,20.3791872830379,-0.2082238772688716,,,,1.49745950189157,0.941843039322649
STP,149841,223107,0.4889582957935412,62.6,67.591,0.07972843450479217,5.09,3.823,-0.24891944990176817,8.817,6.387,-0.27560394692072143,39.85,28.263,-0.2907653701380175,17.0,18.4,0.08235294117647052,2.42025464283049,2.02203616729568
SUR,495666,612985,0.2366896256753539,65.531,70.274,0.07237795852344675,2.84,2.348,-0.1732394366197183,8.351,8.667,0.0378397796671055,23.49,18.154,-0.22716049382716041,23.9,27.9,0.16736401673640167,1.68294819033744,0.970459647008266
SVK,5376912,5447247,0.013080928235388534,73.6048780487805,74.7146341463415,0.015077208562529254,1.19,1.64,0.37815126050420167,9.6,13.5,0.40625,9.5,10.4,0.09473684210526323,33.6,40.6,0.20833333333333326,-0.0363525509687338,-0.212358807611049
SVN,1994530,2108079,0.056930204108236016,76.0073170731707,80.8756097560976,0.0640503160799677,1.21,1.64,0.3553719008264462,9.4,11.0,0.17021276595744683,8.8,9.0,0.022727272727272707,37.6,43.2,0.14893617021276606,0.123915442323272,0.268851969969908
SWE,8924958,10415811,0.16704313902653656,79.8463414634146,83.1560975609756,0.04145156856156662,1.65,1.67,0.0121212121212122,10.6,8.8,-0.16981132075471683,10.7,11.0,0.028037383177570208,38.6,39.5,0.023316062176165664,0.325438067703728,0.600591532839468
SWZ,1050809,1192271,0.13462199124674412,44.486,57.066,0.2827855954682372,3.805,2.839,-0.25387647831800264,16.588,11.356,-0.3154087292018327,31.395,24.134,-0.23127886606147474,16.7,21.5,0.28742514970059885,0.899822293950695,0.9790522575795
SXM,30777,42846,0.3921434837703479,74.858,73.972,-0.011835742338828337,1.753,1.581,-0.0981175128351397,3.791,6.4,0.6882089158533369,14.671,10.5,-0.28430236521027874,31.2,46.5,0.4903846153846154,0.576764881535037,1.25888270630517
SYC,83723,99258,0.18555235717783636,71.0878048780488,73.3975609756097,0.03249159404377844,2.04,2.46,0.2058823529411764,7.7,9.3,0.20779220779220786,17.7,16.8,-0.05084745762711862,26.1,32.5,0.2452107279693485,3.05738532610948,0.805183391179401
SYR,17164021,21324367,0.2423876083582046,71.939,72.063,0.0017236825643949238,3.948,2.747,-0.3042046605876393,4.091,5.117,0.2507944267905158,30.822,20.111,-0.3475115177470638,18.3,20.9,0.14207650273224037,2.57345370585541,2.62158395663386
TCA,20598,45114,1.1902126420040782,75.54,74.587,-0.012615832671432403,2.322,1.669,-0.281223083548665,3.978,9.241,1.323026646556058,21.693,12.476,-0.4248836030055778,28.5,37.4,0.3122807017543858,5.07874968643713,1.87498501005673
TCD,8838369,17179740,0.9437681318804407,47.946,52.525,0.09550327451716512,7.201,6.255,-0.13137064296625467,17.441,12.504,-0.28306863138581506,50.307,43.357,-0.13815174826564902,14.4,15.0,0.04166666666666674,3.44814062098756,3.16388750517031
TEA,1826844868,2097669023,0.14824693642240883,71.6386767670973,75.5711934120901,0.05489376440854299,1.85257627749348,1.51684616618231,-0.18122336736677314,6.52997536038019,7.63413059820305,0.1690902609713023,15.3979834962347,10.510229784648,-0.31742816926527495,,,,0.897224816644979,0.341803757784518
TEC,435070718,462283493,0.06254793502328981,68.650378485346,71.8786033136585,0.04702413736876343,1.60899348957122,1.83503700039466,0.14048752359071282,11.8434516211293,12.845194627581,0.08458201531929599,12.6134784261854,12.8185868646428,0.016261052782363228,,,,-0.0799584084173546,0.0562139907732302
TGO,5281538,8644829,0.6368014392777255,55.311,61.619,0.11404603062681917,5.194,4.257,-0.1804004620716212,11.526,8.168,-0.2913413152871769,38.421,31.856,-0.1708700970823247,17.3,18.7,0.08092485549132933,2.61091784886825,2.36733896209991
THA,64222580,71601103,0.11488985649595507,72.93,78.715,0.07932263814616758,1.567,1.331,-0.15060625398851313,6.138,7.922,0.2906484196806778,12.919,8.999,-0.30342905797662356,31.0,39.3,0.2677419354838708,0.895723403218221,0.175345074912752
TJK,6541755,9750064,0.49043551768600313,64.846,71.594,0.10406193134503261,3.767,3.186,-0.1542341385718078,6.795,4.548,-0.3306843267108167,30.167,26.749,-0.1133026154407134,17.6,21.5,0.22159090909090895,2.05318718218435,2.14442565988658
TKM,4698968,6341855,0.34962719473722736,65.385,69.264,0.05932553337921531,2.686,2.667,-0.0070737155621742875,6.88,6.585,-0.04287790697674421,22.103,21.592,-0.023119033615346507,20.7,25.8,0.24637681159420288,1.36864308511031,1.45197711119455
TLA,519865563,639188695,0.22952690174632706,71.6941326160221,72.0749025193054,0.005311032986794251,2.50861348122834,1.8640224462816,-0.2569511165311591,5.94929622074813,8.31576487512033,0.39777287372566117,21.3810395236816,14.9352555415721,-0.3014719642125052,,,,1.40457309444631,0.710327608438703
TLS,909639,1320942,0.452160692318601,60.148,67.737,0.12617210879829743,6.022,3.149,-0.47708402524078386,9.604,7.233,-0.24687630154102458,38.954,24.944,-0.359654977665965,17.2,20.3,0.18023255813953498,1.84601168099225,1.59847001383189
TMN,291738620,413124452,0.4160773503350361,69.3087484886951,71.8811305367081,0.03711482466650762,3.02408446475325,2.66082323687331,-0.12012271221716031,5.6065879300382,5.9675878665686,0.06438852668238448,24.2465473222332,20.7407242233147,-0.1445906112869022,,,,1.81203490740576,1.50306977016395
TON,103804,106017,0.02131902431505539,69.335,70.986,0.023811927597894522,4.137,3.237,-0.21754894851341544,6.698,6.97,0.04060913705583746,28.71,23.045,-0.19731800766283525,19.6,21.6,0.1020408163265305,0.573875805693953,0.722298202056167
TSA,1462070145,1901911604,0.3008347174752002,63.7715296382315,67.5791290463818,0.059706885341317184,3.43226816745664,2.24093002461978,-0.3470993770628531,8.2381720065565,8.73700874686182,0.060551872418822095,27.4992458505484,18.3365608834268,-0.33319768174438413,,,,1.93510475003487,1.02946393006668
TSS,707693440,1181163013,0.6690320218313737,51.891342436414,60.2417434631864,0.16092089035863189,5.64340819819653,4.60128828278526,-0.18466144549747465,13.9930125207336,9.1065164428426,-0.34920972668684636,41.2068729621967,34.6356054069473,-0.15947018259012036,,,,2.68898437290757,2.59366611880554
TTO,1345964,1525663,0.1335095143703695,70.488,72.971,0.03522585404607881,1.718,1.626,-0.05355064027939471,6.505,9.131,0.4036894696387394,15.022,11.687,-0.222007722007722,27.1,35.5,0.30996309963099633,0.55108461926576,0.493855744994371
TUN,10094561,12262946,0.21480726105870285,74.059,73.772,-0.0038752886212343185,1.969,2.086,0.05942102590147269,4.863,7.884,0.6212214682294879,16.531,16.093,-0.02649567479281345,24.3,31.7,0.30452674897119336,0.989948991480907,0.828863470070942
TUR,65988663,84775404,0.2846964940023107,72.579,76.032,0.04757574505022122,2.323,1.889,-0.18682737839001284,5.464,6.398,0.1709370424597363,19.803,14.678,-0.2587991718426501,24.3,30.9,0.2716049382716048,1.3988328763027,0.757771487830032
TUV,9609,11204,0.165990217504423,63.58,64.547,0.015209185278389326,3.694,3.163,-0.14374661613427187,10.007,10.159,0.015189367442790092,24.478,23.484,-0.04060789280169952,22.7,25.0,0.10132158590308382,-0.124805008399676,1.21224489943751
TZA,36353531,63588334,0.7491652736566361,53.863,66.201,0.2290626218368823,5.623,4.726,-0.159523386092833,12.277,6.222,-0.4931986641687708,41.871,36.21,-0.1352009744214373,16.4,16.8,0.024390243902439046,2.61708727425256,3.00728723340751
UGA,25545090,45853778,0.7950133665608539,49.648,62.705,0.2629914598775378,6.779,4.585,-0.3236465555391651,14.083,5.877,-0.582688347653199,47.774,36.795,-0.2298111943735086,13.8,15.9,0.15217391304347827,3.10813979944162,3.211427903809
UKR,48202470,43792855,-0.09148110044983171,68.2756097560976,69.6478048780488,0.020097881613260205,1.095,1.16,0.05936073059360725,15.7,18.5,0.17834394904458595,8.1,7.3,-0.09876543209876543,37.4,40.8,0.09090909090909083,-0.949639340714078,-0.771557698116678
UMC,2416905279,2776091134,0.14861395608710581,71.2185603797413,74.6947280197538,0.04880985548538708,1.87568103682494,1.56773836633708,-0.16417645881259746,7.16948899158327,8.42034866948572,0.17446985125033554,15.6529867218768,11.1172076722691,-0.2897708360838537,28.6,35.1,0.2272727272727273,0.850311899761437,0.34786451455156
URY,3306441,3426260,0.03623805777874156,75.54,75.436,-0.001376754037595962,2.142,1.493,-0.30298786181139115,9.101,12.162,0.3363366663004066,15.545,10.473,-0.32627854615632035,31.2,35.2,0.12820512820512842,0.166541088046771,-0.0824466091158564
USA,287625193,332031554,0.15438967823656524,76.9365853658537,76.3292682926829,-0.00789373573421348,2.0205,1.664,-0.17644147488245499,8.5,10.4,0.22352941176470598,14.0,11.0,-0.2142857142857143,34.5,37.7,0.09275362318840585,0.927797485710314,0.156747054750178
UZB,25271850,34915100,0.38158069155997687,66.604,70.862,0.06393009428863117,2.52,3.173,0.2591269841269841,5.4,5.0,-0.07407407407407418,21.1,25.9,0.22748815165876768,20.8,26.6,0.27884615384615397,1.22383151928578,1.97570606573325
VCT,113450,104332,-0.0803702071397091,72.168,69.629,-0.035181798026826305,2.215,1.797,-0.1887133182844244,6.801,13.425,0.9739744155271284,18.35,12.901,-0.2969482288828339,23.8,33.0,0.38655462184873945,-0.168214543982812,-0.287130994918257
VEN,25330929,28199867,0.11325830173855844,72.662,70.554,-0.029011037406072027,2.739,2.211,-0.19277108433734946,5.01,8.124,0.6215568862275451,23.208,15.877,-0.3158824543260944,22.6,28.1,0.24336283185840712,1.79537122177653,-1.02517870784193
VGB,21288,31122,0.4619503945885006,73.891,74.494,0.008160669093664863,1.24,1.005,-0.18951612903225812,4.925,7.613,0.545786802030457,9.78,7.634,-0.21942740286298557,30.2,38.2,0.26490066225165565,3.00892886592725,0.683520845329328
VIR,108509,105870,-0.02432056327124943,77.5219512195122,80.0682926829268,0.032846715328466614,2.21,2.01,-0.09049773755656121,5.7,8.6,0.5087719298245612,15.1,11.8,-0.2185430463576158,34.0,42.7,0.25588235294117645,-0.0368565088158972,-0.395928119020198
VNM,80642308,97468029,0.2086463224738062,72.801,73.618,0.01122237331904774,2.063,1.944,-0.05768298594280186,5.8,7.317,0.26155172413793104,18.142,15.008,-0.17274831881821195,23.9,32.0,0.33891213389121355,1.02771758753322,0.84418167703331
VUT,202125,319137,0.5789090909090908,69.196,70.449,0.01810798312041162,4.364,3.735,-0.14413382218148485,5.645,5.395,-0.04428697962798933,32.649,29.438,-0.0983491071702044,17.4,19.5,0.12068965517241392,2.55100152185343,2.3627415254938
WLD,6308140970,7888161297,0.25047321144441703,68.3332219562297,71.327390676396,0.04381717463994583,2.65374683882845,2.27319100090675,-0.1434032185563353,8.36200825262782,8.7237749917148,0.04326314064247572,21.2414985138073,16.9390733936519,-0.20254809788296058,25.7,30.0,0.16731517509727634,1.31365742599441,0.859197458691725
WSM,186630,218764,0.17218024969190382,71.276,72.767,0.02091868230540439,4.429,3.93,-0.11266651614359902,5.035,5.343,0.06117179741807344,29.94,27.254,-0.08971275885103536,18.5,20.6,0.11351351351351369,0.591145315625182,1.76857821590665
XKX,1702310,1786038,0.04918493106425981,74.676,76.806,0.0285232203117467,2.533,1.522,-0.3991314646664035,5.014,7.22,0.43996808934982035,16.858,11.143,-0.3390081860244394,21.5,30.5,0.4186046511627908,0.0679307931245331,-0.229015994470004
YEM,19660653,32981641,0.6775455525307323,63.906,63.753,-0.002394141395174132,5.937,3.795,-0.3607882769075291,7.203,6.845,-0.049701513258364693,38.654,30.544,-0.2098101102085166,14.6,18.7,0.2808219178082192,2.66583425909229,2.137789700681
ZAF,47661514,59392255,0.24612606724998276,55.666,62.341,0.11991161570797271,2.324,2.374,0.02151462994836506,11.784,11.432,-0.029871011541072634,20.04,19.821,-0.010928143712574778,21.5,27.1,0.2604651162790699,0.910100943022538,0.998920418563044
ZMB,10508294,19473125,0.8531195453800589,46.979,61.223,0.30319930181570487,5.792,4.308,-0.2562154696132597,15.292,6.973,-0.5440099398378238,44.746,34.511,-0.2287355294327984,14.8,16.9,0.14189189189189166,3.05652834733399,2.84080597789489
ZWE,11984644,15993524,0.33450138360388504,44.565,59.253,0.32958599798047805,3.887,3.491,-0.10187805505531256,16.953,9.057,-0.46575827287205795,35.924,30.537,-0.14995546152989647,17.1,18.1,0.058479532163742576,0.616566778386599,2.0457148779533
